19515654,residential,2
-84.0965,35.856
-84.0958,35.8563
19515667,residential,2
-84.0291,35.9263
-84.0293,35.9266
19515681,residential,11
-84.0147,35.951
-84.0154,35.9516
-84.0167,35.9526
-84.0176,35.9531
-84.0187,35.9534
-84.0189,35.9534
-84.0197,35.9537
-84.0206,35.9539
-84.021,35.9543
-84.0214,35.9547
-84.0216,35.955
19515697,residential,12
-84.1336,35.8759
-84.1327,35.876
-84.1326,35.876
-84.1324,35.876
-84.1323,35.8759
-84.1322,35.8757
-84.1321,35.8747
-84.1321,35.8745
-84.1322,35.8743
-84.1323,35.8741
-84.1327,35.8739
-84.1333,35.8735
19515720,residential,3
-84.0636,35.946
-84.0634,35.9455
-84.063,35.9445
19515760,residential,2
-84.1079,35.8821
-84.1076,35.8814
19515763,residential,12
-84.2273,35.9367
-84.2275,35.9362
-84.2276,35.9359
-84.2279,35.9356
-84.2284,35.9354
-84.2291,35.9349
-84.2297,35.9348
-84.2309,35.9351
-84.2316,35.9352
-84.2323,35.9353
-84.2327,35.935
-84.233,35.935
19515766,residential,5
-84.23,35.9346
-84.2295,35.9345
-84.2289,35.9346
-84.2287,35.9348
-84.2279,35.9356
19515769,residential,4
-84.2288,35.9315
-84.229,35.9317
-84.2292,35.9319
-84.2293,35.9322
19515770,residential,2
-84.2105,35.8669
-84.2117,35.8684
19515789,service,3
-84.1177,35.9687
-84.1172,35.9686
-84.1167,35.9684
19515791,service,2
-84.1167,35.9684
-84.1169,35.968
19515793,service,2
-84.1162,35.9683
-84.1163,35.9679
19515849,residential,2
-84.1868,35.8968
-84.1865,35.8965
19515854,residential,8
-84.1419,35.9038
-84.1421,35.9036
-84.1431,35.9029
-84.1436,35.9024
-84.144,35.9022
-84.1443,35.9023
-84.1449,35.9024
-84.145,35.9025
19515860,residential,7
-84.0344,35.9459
-84.0339,35.9461
-84.0338,35.9463
-84.0336,35.9465
-84.0334,35.9466
-84.0333,35.9466
-84.0331,35.9466
19515862,residential,3
-84.017,35.9383
-84.017,35.9382
-84.0156,35.9376
19515866,residential,2
-84.016,35.9385
-84.0153,35.938
19515868,residential,4
-84.0146,35.9395
-84.0151,35.9397
-84.0152,35.9398
-84.0154,35.9401
19515870,residential,8
-84.2014,35.8669
-84.2009,35.8667
-84.2013,35.8665
-84.2019,35.8665
-84.202,35.8665
-84.2027,35.8668
-84.2034,35.8676
-84.2036,35.868
19515874,residential,17
-84.2376,35.9499
-84.2394,35.9516
-84.2396,35.9518
-84.2397,35.9518
-84.2398,35.9518
-84.2402,35.9515
-84.2407,35.9513
-84.2411,35.9511
-84.2415,35.9505
-84.2414,35.9502
-84.2409,35.9501
-84.2405,35.9501
-84.2404,35.95
-84.2402,35.95
-84.2392,35.9497
-84.2385,35.9495
-84.2382,35.9495
19515882,residential,9
-84.2382,35.9495
-84.2385,35.9493
-84.2388,35.9492
-84.2388,35.949
-84.2385,35.9489
-84.2381,35.9486
-84.2378,35.9483
-84.2374,35.9485
-84.2373,35.9485
19515885,residential,12
-84.0921,35.8913
-84.092,35.891
-84.0917,35.8905
-84.0916,35.8903
-84.0916,35.8902
-84.0916,35.8901
-84.0915,35.8901
-84.0911,35.8898
-84.0908,35.8898
-84.0906,35.8898
-84.0903,35.8898
-84.0902,35.8897
19515888,residential,3
-84.1242,35.8634
-84.1243,35.8634
-84.1249,35.8637
19515925,motorway_link,14
-84.0975,35.9165
-84.0966,35.9166
-84.0959,35.9168
-84.0952,35.9169
-84.0947,35.9169
-84.0942,35.917
-84.0939,35.917
-84.0936,35.917
-84.0933,35.9169
-84.0918,35.9167
-84.0914,35.9167
-84.0911,35.9167
-84.0908,35.9168
-84.0902,35.9172
19515929,motorway_link,6
-84.0912,35.919
-84.0913,35.9187
-84.0914,35.9186
-84.0924,35.9182
-84.0937,35.9177
-84.096,35.9171
19515952,trunk_link,9
-84.1586,35.9492
-84.1584,35.9491
-84.1581,35.9486
-84.1577,35.9479
-84.1576,35.9478
-84.1574,35.9477
-84.1573,35.9477
-84.1571,35.9477
-84.1571,35.9478
19515972,residential,14
-84.0349,35.8691
-84.0348,35.8693
-84.0348,35.8699
-84.0347,35.8703
-84.0342,35.8713
-84.0343,35.8716
-84.0348,35.8722
-84.035,35.8725
-84.0349,35.8727
-84.0347,35.8728
-84.0344,35.873
-84.0343,35.8735
-84.0341,35.8738
-84.0332,35.8744
19515990,residential,14
-84.0384,35.8671
-84.0379,35.867
-84.0375,35.8668
-84.0374,35.8668
-84.0372,35.8668
-84.0369,35.8668
-84.0366,35.867
-84.0364,35.867
-84.0363,35.8671
-84.0362,35.8673
-84.0364,35.8678
-84.0361,35.8682
-84.0358,35.8687
-84.0356,35.8691
19515992,service,2
-84.1978,35.871
-84.1973,35.8714
19515996,service,5
-84.1985,35.8717
-84.1986,35.8716
-84.1987,35.8715
-84.1989,35.8714
-84.1989,35.8714
19516051,residential,5
-84.2108,35.9148
-84.2104,35.9147
-84.21,35.9145
-84.2096,35.9144
-84.209,35.9146
19516068,residential,18
-84.1512,35.8038
